"V21","V22","V23","V24","checking","duration","credit_history","purpose","credit_amount","employment","installment_rate","gender","marital_status","other_debtors_gaurantors","residenceyr","property","age","other_installment","housing","credits_in_bank","job","people_liable","telephone_owned","foreign_worker","good_bad_credit"
1,0,0,1,4,12,4,7,1,5,3,"male","divorced_separated",52,3,3,1,1,1,0,0,1,0,0,1
0,0,0,1,4,6,0,12,2,3,3,"male","married_widowed",35,1,1,1,1,2,1,0,1,0,1,1
1,0,0,1,3,24,2,19,1,3,3,"male","divorced_separated",26,3,1,1,1,1,0,0,1,0,0,1
0,0,0,1,4,18,2,4,1,1,2,"male","divorced_separated",22,3,1,1,1,1,0,0,0,1,1,2
1,0,1,0,1,6,4,7,4,4,2,"male","divorced_separated",39,3,2,1,2,1,1,0,1,0,0,1
1,0,1,0,3,12,2,23,1,3,2,"male","single",46,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,2,30,2,22,1,3,2,"male","married_widowed",24,1,1,1,1,1,1,0,0,0,0,2
1,0,0,1,4,24,3,42,2,3,3,"female","married",35,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,2,9,2,20,5,4,3,"male","single",24,3,1,1,2,1,0,0,1,0,0,1
1,0,1,0,2,60,3,74,5,3,3,"male","divorced_separated",27,3,1,1,1,1,0,0,1,0,0,1
1,0,1,0,4,24,4,27,1,3,3,"male","divorced_separated",35,3,2,1,1,1,0,0,1,0,0,1
0,0,0,1,1,12,1,21,1,3,1,"male","married_widowed",29,3,1,1,1,1,0,0,1,0,0,2
1,0,0,1,4,15,2,38,2,2,2,"male","single",23,3,1,1,2,1,0,1,1,0,0,1
1,0,1,0,4,11,4,12,2,1,2,"male","divorced_separated",57,3,3,1,1,1,0,0,1,0,0,1
1,0,0,1,1,12,2,17,1,3,3,"male","divorced_separated",27,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,1,24,2,16,1,5,2,"male","single",55,3,1,1,1,1,0,0,1,0,0,1
0,0,0,0,1,18,4,53,1,5,3,"male","married_widowed",36,3,3,1,2,1,1,0,1,0,0,1
0,0,1,0,4,12,4,27,1,5,2,"male","married_widowed",57,1,3,1,1,1,0,0,1,0,0,1
1,0,1,0,4,10,4,12,1,5,3,"male","divorced_separated",32,3,2,2,1,2,1,0,1,0,0,1
1,0,0,1,2,15,2,8,1,5,3,"male","single",37,3,1,2,1,1,0,0,1,0,0,2
1,0,0,1,4,36,4,63,5,5,3,"male","divorced_separated",36,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,24,2,15,1,2,2,"male","single",38,2,1,1,2,1,0,0,1,0,0,1
1,0,0,0,1,14,2,90,1,5,1,"female","married",45,3,1,1,2,2,1,0,1,0,0,2
1,0,0,1,4,24,2,10,5,5,3,"male","single",25,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,2,27,5,4,3,"female","married",32,3,1,1,1,2,1,0,1,0,0,1
0,0,0,1,4,12,4,14,3,4,2,"male","single",37,3,1,1,2,1,0,0,1,0,1,1
0,0,0,0,2,48,1,122,5,1,3,"male","married_widowed",36,3,1,1,2,1,1,0,0,1,0,1
1,0,0,1,2,48,2,31,1,4,3,"male","divorced_separated",28,3,2,1,1,1,0,0,1,0,0,2
1,0,1,0,1,30,2,120,1,2,1,"male","married_widowed",34,3,1,1,2,1,0,0,1,0,0,2
1,0,0,1,4,9,2,27,1,3,3,"male","divorced_separated",32,3,1,2,1,1,0,0,1,0,0,1
1,0,0,1,4,18,4,24,1,3,2,"male","single",26,3,2,1,1,1,0,0,1,0,0,1
1,0,1,0,1,12,2,13,5,5,1,"female","married",49,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,4,6,2,46,1,2,2,"female","married",32,3,1,1,1,1,0,0,1,0,0,2
0,0,0,0,4,24,2,19,2,3,3,"male","single",29,3,1,1,2,1,0,0,1,0,1,1
0,0,0,1,4,15,4,34,4,5,3,"male","married_widowed",23,3,2,1,2,1,0,1,1,0,1,1
1,0,0,1,4,12,2,16,1,3,3,"male","divorced_separated",50,3,1,1,1,1,0,0,1,0,0,1
1,0,1,0,3,18,1,14,5,4,3,"male","single",49,1,1,1,1,1,0,0,1,0,0,1
1,0,0,1,4,15,4,15,5,5,3,"female","married",63,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,2,24,4,39,2,2,1,"male","single",37,3,1,1,2,1,1,0,1,0,0,1
1,0,1,0,1,47,2,107,1,2,2,"male","divorced_separated",35,3,1,1,2,1,1,0,1,0,0,1
1,0,0,1,1,48,2,48,1,4,3,"female","married",26,3,1,2,1,1,0,1,1,0,0,1
0,0,0,0,2,48,3,76,2,1,3,"male","married_widowed",31,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,2,12,2,11,1,3,2,"male","divorced_separated",49,3,2,1,2,1,0,0,0,0,0,1
1,0,0,1,1,24,3,10,1,2,4,"male","divorced_separated",48,2,1,1,1,1,0,0,1,0,0,2
1,0,0,1,4,12,2,11,1,3,4,"male","divorced_separated",26,3,1,1,2,2,0,0,1,0,0,1
0,0,0,0,2,36,2,94,1,2,4,"male","single",28,3,1,1,2,1,0,1,1,0,1,2
0,0,0,0,1,24,4,64,1,5,2,"male","married_widowed",44,3,2,2,2,1,0,1,1,0,0,1
0,0,0,1,3,42,4,48,1,5,3,"male","married_widowed",56,3,1,1,1,1,0,1,1,0,0,1
1,0,0,0,4,48,4,76,5,5,1,"male","single",46,1,2,2,1,1,0,0,1,0,0,1
1,0,0,1,2,48,2,100,1,2,2,"male","single",26,3,1,1,2,1,0,0,1,0,0,2
0,0,0,1,4,12,2,47,5,2,2,"male","single",20,3,1,1,1,1,0,1,1,0,1,1
1,0,1,0,4,10,2,13,5,5,3,"female","married",45,3,1,1,1,2,1,0,0,1,0,1
1,0,0,1,4,18,2,25,1,3,3,"male","divorced_separated",43,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,2,21,4,27,4,4,3,"male","single",32,3,2,1,2,1,0,0,1,0,0,1
1,1,0,0,4,6,2,7,1,1,2,"male","divorced_separated",54,3,1,1,2,1,1,0,1,0,0,1
1,0,0,1,2,36,0,38,1,3,2,"male","single",42,3,1,1,2,1,0,0,1,0,0,2
1,0,1,0,3,24,4,13,5,4,3,"male","divorced_separated",37,1,2,2,1,1,1,0,1,0,0,2
1,0,0,1,1,10,4,10,1,4,3,"female","married",49,3,2,1,2,1,1,0,0,1,0,1
0,0,0,1,4,48,4,101,3,3,3,"male","married_widowed",44,1,1,1,1,1,1,0,1,0,0,2
1,0,0,1,4,6,2,15,4,3,1,"male","divorced_separated",33,3,1,1,1,1,0,0,1,0,0,1
0,0,1,0,4,30,2,48,5,4,2,"female","married",24,2,1,1,1,1,0,1,1,0,1,1
1,0,1,0,1,12,2,7,2,2,4,"male","married_widowed",33,3,1,1,2,1,0,0,1,0,0,2
1,0,0,1,2,8,2,12,1,3,2,"male","divorced_separated",24,3,1,1,1,1,0,0,1,0,0,2
0,0,1,0,2,9,2,3,1,3,4,"male","divorced_separated",22,3,1,1,1,1,1,0,1,0,1,1
0,1,0,0,2,48,2,54,5,1,3,"male","married_widowed",40,1,1,1,2,1,0,0,1,0,0,1
1,0,0,1,4,24,2,55,2,3,3,"male","single",25,2,1,1,1,1,0,0,1,0,0,1
1,0,0,1,3,24,2,37,1,2,2,"male","single",26,3,1,1,1,1,0,0,1,0,0,1
1,0,1,0,2,12,2,7,1,4,4,"male","single",25,1,1,1,1,1,1,0,1,0,0,2
1,0,1,0,3,4,2,15,5,2,3,"male","divorced_separated",29,3,1,2,1,2,1,0,1,0,0,1
1,0,0,1,1,36,1,27,1,5,3,"male","single",31,1,1,1,1,1,0,0,1,0,0,2
1,0,1,0,1,12,2,7,1,3,3,"female","married",38,3,1,2,1,1,0,0,0,0,0,1
1,0,1,0,2,24,2,44,5,3,2,"female","married",48,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,4,12,4,7,1,3,3,"male","single",32,3,2,1,1,1,0,0,1,0,0,1
1,0,1,0,1,15,3,36,1,5,2,"female","married",27,3,2,1,1,1,0,0,1,0,0,1
1,0,0,0,2,30,4,42,1,1,4,"male","single",28,3,2,1,1,1,1,0,1,0,0,2
1,0,0,1,1,24,2,19,1,2,1,"female","married",32,3,1,1,1,1,0,0,1,0,0,2
0,0,0,0,1,24,2,29,1,4,3,"male","married_widowed",34,3,1,1,2,1,0,1,1,0,0,1
1,0,0,1,1,18,2,27,4,3,3,"male","single",28,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,4,10,1,3,2,"male","divorced_separated",36,3,2,1,1,1,1,0,1,0,0,1
1,0,1,0,1,8,4,34,1,4,3,"male","divorced_separated",39,3,2,1,1,2,1,0,1,0,0,1
0,0,0,1,4,12,4,58,5,5,3,"female","married",49,3,1,1,2,1,0,0,1,0,1,1
1,0,0,1,4,24,2,15,4,4,2,"male","single",34,3,1,2,2,1,1,0,1,0,0,1
1,0,0,1,3,36,2,45,1,5,3,"male","single",31,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,2,6,2,11,1,5,3,"male","single",28,3,1,2,1,1,0,0,1,0,0,1
0,0,0,0,1,24,4,66,1,1,3,"male","married_widowed",75,3,2,1,2,1,0,1,1,0,0,1
1,0,0,1,4,18,4,19,2,3,2,"male","divorced_separated",30,3,2,1,1,1,0,0,1,0,0,2
1,0,0,0,2,60,2,74,2,2,2,"female","married",24,3,1,1,1,1,1,0,1,0,0,2
0,0,1,0,4,48,4,116,2,3,2,"male","single",24,1,2,1,1,1,0,1,1,0,1,2
0,0,0,1,1,24,0,41,1,5,3,"male","married_widowed",23,1,2,2,1,1,0,0,1,0,1,2
0,0,0,0,1,6,4,34,1,3,1,"male","divorced_separated",44,3,1,1,2,1,0,0,1,0,1,2
1,0,1,0,2,13,2,21,1,2,2,"female","married",23,3,1,1,1,1,0,0,0,0,0,1
0,0,0,1,1,15,2,13,5,3,2,"male","single",24,3,1,1,1,1,0,0,1,0,1,2
1,0,0,1,1,24,2,42,1,3,3,"female","married",28,3,1,1,1,1,0,0,1,0,0,1
1,0,1,0,2,10,2,15,1,3,1,"male","single",31,3,1,1,1,1,0,0,1,0,0,1
0,0,0,1,2,24,4,57,1,2,2,"male","married_widowed",24,3,2,1,2,1,0,0,1,0,0,1
0,0,1,0,1,21,2,36,1,4,2,"male","single",26,3,1,1,1,1,0,0,1,0,1,1
0,0,0,1,2,18,2,32,3,2,4,"male","divorced_separated",25,3,1,1,1,1,0,0,1,0,1,1
1,0,0,0,2,18,2,44,1,5,3,"male","divorced_separated",33,1,1,1,2,1,0,0,0,1,0,1
1,0,1,0,3,10,2,39,1,2,3,"female","married",37,3,1,2,1,1,1,0,0,0,0,1
1,0,1,0,4,15,4,15,1,3,2,"male","single",43,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,2,13,4,9,1,2,3,"male","divorced_separated",23,3,2,1,1,1,0,0,0,0,0,1
0,1,0,0,2,24,2,38,3,1,2,"male","married_widowed",23,3,1,1,1,1,0,0,1,0,1,1
1,0,1,0,4,6,3,17,2,3,3,"male","divorced_separated",34,3,2,1,1,1,0,0,1,0,0,1
0,0,0,1,2,9,4,11,4,5,3,"male","married_widowed",32,3,2,2,1,1,0,0,1,0,0,2
0,0,0,1,4,9,2,12,1,2,2,"male","divorced_separated",23,3,1,1,2,1,0,0,1,0,1,1
1,0,0,1,2,9,2,10,1,3,2,"male","single",29,3,1,1,1,2,0,0,1,0,0,2
1,0,0,0,4,18,4,32,5,1,3,"male","married_widowed",38,3,1,1,2,1,0,1,1,0,0,1
0,0,0,1,1,12,0,62,1,3,3,"female","married",28,3,2,1,2,1,0,0,1,0,1,2
0,0,0,1,4,10,2,7,3,5,3,"male","married_widowed",46,3,1,1,2,1,0,0,1,0,0,1
1,0,1,0,2,24,2,12,1,2,3,"male","divorced_separated",23,2,1,1,1,1,1,0,1,0,0,2
1,0,0,1,4,12,4,23,5,5,3,"male","divorced_separated",49,3,1,1,2,1,0,0,0,1,0,1
1,0,0,0,4,36,3,45,1,3,3,"male","single",26,3,2,1,2,1,0,0,1,0,0,2
1,0,0,1,4,12,2,8,1,3,4,"male","divorced_separated",28,3,1,1,1,1,0,0,1,0,0,1
0,0,0,1,1,30,2,24,1,4,2,"male","divorced_separated",23,3,1,1,1,1,0,0,1,0,1,2
0,0,0,1,2,18,2,12,5,3,3,"male","married_widowed",61,3,1,1,1,1,0,0,1,0,0,1
1,0,0,0,3,12,2,34,5,5,3,"male","single",37,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,3,12,3,22,1,3,2,"male","single",36,2,2,1,2,1,1,0,1,0,0,1
0,0,0,1,4,6,2,18,1,3,4,"female","married",21,3,1,1,1,1,0,0,1,0,1,1
1,1,0,0,1,18,2,25,1,1,3,"male","single",25,3,1,1,1,1,0,0,1,0,0,2
1,0,0,1,4,12,2,15,1,4,3,"male","single",36,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,4,18,4,38,1,4,3,"male","single",27,3,2,1,1,1,0,1,1,0,0,1
0,0,0,1,1,18,2,36,1,2,2,"male","single",22,3,1,1,1,1,0,0,1,0,1,1
1,0,0,1,1,36,2,34,1,5,3,"male","single",42,3,1,2,1,1,0,0,1,0,0,2
0,0,0,1,2,18,2,30,1,4,2,"male","divorced_separated",40,3,1,1,1,1,0,0,1,0,1,1
1,0,0,1,4,36,2,31,5,3,3,"male","divorced_separated",36,3,1,1,1,1,1,0,1,0,0,1
1,0,0,1,4,18,4,61,1,5,3,"male","single",33,3,2,1,2,1,0,0,1,0,0,1
0,0,0,1,4,10,4,21,1,2,2,"male","divorced_separated",23,3,2,1,1,1,0,0,1,0,1,1
0,0,0,0,4,60,4,138,5,5,3,"male","married_widowed",63,1,1,1,2,1,1,0,1,0,0,1
0,0,0,0,2,60,1,148,2,5,2,"male","married_widowed",60,1,2,1,2,1,0,0,1,0,0,2
0,0,0,1,1,48,1,77,1,4,2,"male","single",37,3,1,1,1,1,0,0,0,0,1,2
1,0,0,1,4,18,3,23,1,1,4,"male","divorced_separated",34,3,2,1,1,1,0,0,1,0,0,1
0,0,0,1,4,7,3,8,5,5,3,"male","married_widowed",36,3,1,1,1,1,0,0,1,0,0,1
0,0,0,0,2,36,2,143,1,5,3,"male","married_widowed",57,3,1,1,2,1,1,0,1,0,0,2
1,0,1,0,4,6,4,4,2,3,2,"male","single",52,3,2,1,1,1,1,0,1,0,0,1
1,0,0,1,1,20,2,22,5,4,3,"male","single",39,3,1,1,2,1,0,0,1,0,0,1
0,0,0,0,2,18,2,130,1,1,2,"male","married_widowed",38,3,1,1,2,1,0,1,1,0,0,2
0,0,0,1,4,22,2,13,5,4,2,"female","married",25,3,1,1,1,1,1,0,1,0,1,1
1,0,0,1,3,12,2,13,1,2,3,"male","divorced_separated",26,3,1,1,1,1,1,0,1,0,0,1
1,0,1,0,4,30,3,43,2,3,3,"female","married",26,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,4,22,1,3,2,"male","single",25,3,2,1,1,1,0,0,1,0,0,1
0,0,0,1,4,18,2,11,5,2,2,"male","divorced_separated",21,3,1,1,2,1,0,0,1,0,1,1
1,0,0,0,2,18,4,74,1,1,3,"female","married",40,2,2,1,2,1,0,0,1,0,0,1
1,0,0,1,2,15,4,23,3,3,3,"male","single",27,1,1,1,1,1,0,0,1,0,0,1
1,0,0,1,4,9,2,14,1,4,2,"male","single",27,3,2,1,1,1,0,0,1,0,0,1
1,0,0,0,4,18,2,18,1,3,4,"female","married",30,3,1,1,2,1,1,0,1,0,0,1
0,0,1,0,2,12,2,10,4,2,2,"male","divorced_separated",19,3,1,1,1,1,0,0,1,0,1,1
0,0,0,0,1,36,2,32,1,4,3,"male","married_widowed",39,1,1,2,2,1,1,0,1,0,0,1
1,0,0,1,1,6,4,20,1,4,2,"male","single",31,3,1,1,1,1,0,0,1,0,0,1
1,0,0,0,4,9,4,24,1,1,3,"male","single",31,3,1,1,1,1,0,0,1,0,0,1
0,0,0,1,2,39,3,118,2,4,3,"male","married_widowed",32,3,1,1,2,1,0,0,1,0,1,1
0,0,0,0,1,12,2,26,1,1,2,"male","married_widowed",55,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,1,36,4,23,1,3,4,"female","married",46,3,2,1,2,1,0,0,1,0,0,1
0,0,0,1,2,12,2,12,1,5,1,"male","divorced_separated",46,3,2,1,1,1,1,0,1,0,1,2
1,0,1,0,4,24,4,15,4,3,2,"male","divorced_separated",43,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,2,15,1,2,4,"male","divorced_separated",39,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,2,18,4,19,5,3,4,"male","divorced_separated",28,1,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,24,3,86,1,2,3,"male","single",27,1,2,1,2,1,0,0,1,0,0,2
1,0,1,0,4,14,3,8,1,3,3,"male","single",27,3,2,1,1,1,1,0,1,0,0,1
1,0,0,1,2,18,3,29,5,5,3,"male","single",43,3,1,2,1,1,1,0,1,0,0,1
1,0,0,1,2,24,2,20,1,2,4,"female","married",22,3,1,1,2,1,0,0,1,0,0,2
1,0,0,1,4,24,4,22,5,4,3,"male","single",43,3,2,2,2,1,0,1,1,0,0,1
1,0,0,1,1,15,2,11,1,2,4,"male","divorced_separated",27,3,1,1,1,2,0,0,1,0,0,1
1,0,0,0,4,24,2,32,3,5,1,"male","single",26,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,3,12,4,9,3,4,4,"male","divorced_separated",28,3,3,1,2,1,1,0,1,0,0,2
1,0,0,1,2,24,2,20,1,5,2,"male","single",20,3,1,1,2,1,0,0,1,0,0,1
1,0,0,0,4,33,4,73,1,4,3,"male","single",35,3,2,1,2,1,0,1,1,0,0,1
1,0,0,0,4,12,4,23,1,1,3,"male","single",42,2,2,1,2,1,0,0,1,0,0,2
0,0,1,0,4,10,2,16,3,3,3,"male","married_widowed",40,3,1,2,1,2,1,0,1,0,1,1
1,0,0,1,1,24,2,14,5,3,2,"female","married",35,3,1,1,1,1,1,0,1,0,0,2
1,0,0,1,4,36,4,58,1,5,3,"female","married",35,3,2,2,2,1,0,1,1,0,0,1
1,0,1,0,1,12,2,26,1,2,3,"male","divorced_separated",33,3,1,2,1,1,1,0,1,0,0,2
0,0,0,1,1,18,3,85,5,3,2,"male","single",23,3,2,1,2,1,0,0,1,0,1,1
1,0,0,0,4,21,2,28,3,4,2,"male","single",31,1,1,1,1,1,1,0,1,0,0,1
1,0,0,1,2,18,2,10,5,3,2,"female","married",33,3,1,1,1,1,1,0,1,0,0,2
0,0,0,1,4,15,2,32,4,4,2,"male","single",20,3,1,1,1,1,1,0,1,0,1,1
1,0,0,1,2,12,2,20,5,3,3,"male","single",30,3,1,1,1,1,0,1,1,0,0,1
1,0,1,0,2,12,4,10,1,4,3,"male","divorced_separated",47,3,2,2,1,1,1,0,1,0,0,1
1,0,0,0,4,21,3,16,2,4,3,"male","divorced_separated",34,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,2,12,2,28,5,5,2,"female","married",25,1,1,1,2,1,0,0,1,0,0,2
0,0,0,1,2,18,2,28,1,3,4,"male","single",21,3,1,1,2,1,0,1,1,0,1,1
1,0,0,1,4,28,4,27,1,5,3,"male","single",29,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,4,11,4,3,3,"male","divorced_separated",46,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,9,2,13,1,5,3,"male","single",20,3,1,1,1,1,0,0,1,0,0,1
0,1,0,0,1,18,4,12,1,1,2,"male","married_widowed",55,3,3,2,1,1,0,0,1,0,0,2
1,0,1,0,4,5,2,34,1,4,3,"male","divorced_separated",74,3,1,1,1,1,0,0,1,0,0,1
1,0,0,0,2,24,2,113,1,3,3,"male","single",29,1,2,1,2,1,0,0,0,1,0,2
0,0,0,0,1,6,4,19,1,1,3,"male","married_widowed",36,3,3,1,2,1,0,0,1,0,0,1
1,0,0,1,4,24,4,21,1,3,1,"male","divorced_separated",33,3,2,1,2,1,0,0,1,0,0,1
1,0,0,1,1,9,2,21,1,3,3,"male","divorced_separated",25,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,2,12,2,15,5,3,4,"male","divorced_separated",25,3,1,1,2,1,0,0,1,0,0,2
0,0,1,0,4,6,2,7,3,4,4,"male","divorced_separated",23,3,1,1,1,1,0,0,1,0,1,1
1,0,0,1,4,24,4,13,4,5,2,"male","divorced_separated",37,3,2,1,2,1,1,0,1,0,0,1
1,1,0,0,1,42,4,34,1,1,3,"male","single",65,3,2,1,1,1,0,0,0,1,0,1
1,1,0,0,3,12,1,6,1,2,2,"male","divorced_separated",26,3,1,1,1,1,0,0,1,0,0,2
1,0,0,0,4,12,2,19,1,5,3,"male","single",39,3,1,1,2,1,1,0,1,0,0,1
1,0,0,1,1,12,2,16,1,3,2,"female","married",30,3,1,1,1,1,0,0,0,1,0,1
1,0,0,1,2,20,3,26,1,3,3,"male","single",29,1,2,1,2,1,0,0,1,0,0,1
1,0,1,0,4,12,2,7,1,5,3,"male","single",41,1,1,2,1,1,0,0,1,0,0,2
1,0,0,0,2,48,4,51,1,3,2,"male","single",30,3,1,1,2,1,0,0,1,0,0,2
0,0,1,0,4,9,4,12,5,5,2,"female","married",41,3,2,1,1,1,0,0,1,0,1,1
1,0,0,1,1,36,2,18,1,2,2,"male","single",34,3,1,1,2,1,1,0,1,0,0,2
1,0,0,1,2,7,2,26,1,3,3,"male","divorced_separated",35,3,1,1,1,1,0,0,0,0,0,1
1,0,0,0,3,12,2,14,5,5,2,"male","divorced_separated",55,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,2,15,3,15,4,3,4,"female","married",61,2,2,1,1,1,0,0,1,0,0,2
1,0,0,0,4,36,4,111,5,3,3,"male","single",30,3,1,1,2,1,0,1,1,0,0,1
1,0,0,1,4,6,2,5,1,3,2,"male","divorced_separated",29,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,4,12,0,28,1,5,3,"female","married",34,3,2,1,1,1,0,0,1,0,0,1
1,0,0,0,4,24,2,27,1,5,3,"male","single",35,3,1,1,2,1,0,1,1,0,0,1
1,0,0,1,1,24,2,48,1,4,3,"female","married",31,3,1,1,2,1,1,0,0,1,0,2
1,0,0,0,4,24,2,27,1,2,2,"male","married_widowed",29,3,1,1,2,1,0,1,1,0,0,1
0,0,0,1,1,11,4,39,1,3,3,"male","divorced_separated",36,3,2,2,1,1,1,0,1,0,1,1
0,0,0,1,1,12,2,34,1,5,3,"male","married_widowed",35,3,1,1,2,1,0,1,1,0,0,2
1,0,0,1,1,6,2,3,1,2,2,"male","divorced_separated",27,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,2,46,1,2,3,"male","single",32,3,1,1,2,1,0,0,1,0,0,1
1,0,0,1,1,36,2,36,1,3,3,"female","married",37,3,1,2,1,1,0,0,0,0,0,1
1,0,0,1,1,15,2,17,1,2,3,"male","divorced_separated",36,3,1,1,1,1,1,0,1,0,0,1
0,0,0,0,2,12,2,30,1,2,2,"male","divorced_separated",34,3,1,1,1,1,0,0,1,0,1,1
1,0,0,1,2,12,2,8,5,5,3,"female","married",38,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,18,2,20,1,4,3,"male","single",34,2,2,1,2,1,0,0,1,0,0,1
1,0,0,1,1,24,2,29,1,3,3,"male","married_widowed",63,1,1,2,2,1,0,1,0,0,0,1
0,0,1,0,1,24,3,17,1,2,2,"male","single",29,3,1,1,2,1,0,0,1,0,1,2
1,0,0,1,4,48,3,72,5,5,3,"male","single",32,1,2,2,1,1,0,0,1,0,0,1
1,0,0,1,4,33,3,28,1,3,2,"male","single",26,3,2,1,2,1,0,0,1,0,0,1
1,0,1,0,4,24,3,47,1,4,3,"male","single",35,3,2,1,2,1,0,1,1,0,0,1
0,0,0,1,2,24,2,31,2,2,4,"male","single",22,3,1,1,2,1,0,0,1,0,1,2
1,0,0,1,1,6,2,4,1,2,2,"female","married",23,3,1,1,1,1,0,0,1,0,0,2
1,0,1,0,1,9,2,7,1,3,3,"male","single",28,3,1,1,1,1,1,0,1,0,0,2
1,0,0,0,4,6,2,12,5,1,3,"female","married",36,3,1,2,2,1,0,0,1,0,0,1
1,0,0,1,2,18,4,12,1,3,4,"male","single",33,3,1,1,1,1,0,0,1,0,0,2
0,0,0,1,1,18,0,31,1,2,2,"female","married",26,3,1,1,1,1,0,0,1,0,1,2
1,0,0,1,4,39,2,26,3,3,3,"male","single",24,3,1,1,1,1,0,1,1,0,0,1
1,0,0,1,3,24,2,52,1,4,3,"male","single",25,1,1,1,1,1,0,0,1,0,0,1
1,0,1,0,2,12,2,10,2,4,3,"male","divorced_separated",39,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,1,15,4,15,1,5,3,"male","single",44,3,2,2,2,1,0,0,1,0,0,1
1,0,1,0,2,12,4,36,1,3,2,"male","divorced_separated",23,3,1,1,1,1,0,0,1,0,0,1
1,0,0,1,2,24,2,12,1,2,3,"female","married",26,3,1,1,1,1,1,0,1,0,0,1
0,0,0,1,1,30,2,36,4,5,2,"female","married",57,3,2,1,2,1,0,0,1,0,1,1
1,0,0,1,4,15,3,10,4,4,2,"female","married",30,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,4,12,4,12,3,3,3,"male","divorced_separated",44,3,1,1,2,1,1,0,1,0,0,1
1,0,0,0,2,6,3,12,1,1,3,"female","married",47,3,1,1,2,1,1,0,1,0,0,2
1,0,0,1,4,12,2,31,1,3,3,"male","single",52,3,1,1,2,1,0,0,1,0,0,1
0,0,0,1,4,24,2,38,1,5,2,"male","married_widowed",62,3,1,1,2,1,1,0,0,1,0,1
0,0,1,0,4,10,2,14,2,3,3,"male","divorced_separated",35,3,1,1,1,2,1,0,1,0,1,1
0,0,0,1,4,6,2,35,1,3,3,"female","married",26,3,1,1,1,1,1,0,0,0,1,1
1,0,0,1,4,12,4,19,1,5,3,"male","married_widowed",26,3,2,1,1,1,0,0,1,0,0,1
0,0,0,0,2,27,0,83,1,5,2,"male","married_widowed",42,3,2,1,2,1,0,0,1,0,0,2
1,0,0,1,4,6,4,12,2,3,2,"female","married",27,3,2,1,1,1,0,0,1,0,0,1
1,0,0,1,2,6,2,4,5,5,3,"female","married",38,3,1,1,1,1,0,0,1,0,0,1
0,0,1,0,1,12,4,21,1,3,3,"male","divorced_separated",39,3,2,2,1,2,1,0,1,0,1,1
1,0,0,1,1,24,2,30,5,3,4,"male","single",20,3,1,1,1,1,0,0,1,0,0,2
0,0,0,0,2,36,2,90,2,2,3,"male","married_widowed",29,3,1,1,2,1,0,0,0,1,1,2
